attributes.biome-name,attributes.lineage,attributes.samples-count,id,links.self,relationships.children.links.related,relationships.genomes.links.related,relationships.samples.links.related,relationships.studies.links.related,type
Engineered product,root:Engineered:Industrial production:Engineered product,0,root:Engineered:Industrial production:Engineered product,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Industrial%20production:Engineered%20product/studies,biomes
Lab enrichment,root:Engineered:Lab enrichment,259,root:Engineered:Lab enrichment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment/studies,biomes
Defined media,root:Engineered:Lab enrichment:Defined media,80,root:Engineered:Lab enrichment:Defined media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media/studies,biomes
Aerobic media,root:Engineered:Lab enrichment:Defined media:Aerobic media,0,root:Engineered:Lab enrichment:Defined media:Aerobic media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Aerobic%20media/studies,biomes
Anaerobic media,root:Engineered:Lab enrichment:Defined media:Anaerobic media,63,root:Engineered:Lab enrichment:Defined media:Anaerobic media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Anaerobic%20media/studies,biomes
Marine media,root:Engineered:Lab enrichment:Defined media:Marine media,53,root:Engineered:Lab enrichment:Defined media:Marine media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media/studies,biomes
Algoconsortia,root:Engineered:Lab enrichment:Defined media:Marine media:Algoconsortia,0,root:Engineered:Lab enrichment:Defined media:Marine media:Algoconsortia,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Defined%20media:Marine%20media:Algoconsortia/studies,biomes
Undefined media,root:Engineered:Lab enrichment:Undefined media,0,root:Engineered:Lab enrichment:Undefined media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20enrichment:Undefined%20media/studies,biomes
Lab Synthesis,root:Engineered:Lab Synthesis,176,root:Engineered:Lab Synthesis,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis/studies,biomes
Genetic cross,root:Engineered:Lab Synthesis:Genetic cross,26,root:Engineered:Lab Synthesis:Genetic cross,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Lab%20Synthesis:Genetic%20cross/studies,biomes
Modeled,root:Engineered:Modeled,99,root:Engineered:Modeled,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled/studies,biomes
Simulated communities (DNA mixture),root:Engineered:Modeled:Simulated communities (DNA mixture),59,root:Engineered:Modeled:Simulated communities (DNA mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(DNA%20mixture)/studies,biomes
Simulated communities (microbial mixture),root:Engineered:Modeled:Simulated communities (microbial mixture),656,root:Engineered:Modeled:Simulated communities (microbial mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(microbial%20mixture)/studies,biomes
Simulated communities (sequence read mixture),root:Engineered:Modeled:Simulated communities (sequence read mixture),67,root:Engineered:Modeled:Simulated communities (sequence read mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture),https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture)/studies,biomes
Sanger,root:Engineered:Modeled:Simulated communities (sequence read mixture):Sanger,0,root:Engineered:Modeled:Simulated communities (sequence read mixture):Sanger,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Modeled:Simulated%20communities%20(sequence%20read%20mixture):Sanger/studies,biomes
Solid waste,root:Engineered:Solid waste,141,root:Engineered:Solid waste,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste/studies,biomes
Composting,root:Engineered:Solid waste:Composting,159,root:Engineered:Solid waste:Composting,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting/studies,biomes
Grass,root:Engineered:Solid waste:Composting:Grass,3,root:Engineered:Solid waste:Composting:Grass,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass/studies,biomes
Bioreactor,root:Engineered:Solid waste:Composting:Grass:Bioreactor,0,root:Engineered:Solid waste:Composting:Grass:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Grass:Bioreactor/studies,biomes
Bioreactor,root:Engineered:Solid waste:Composting:Bioreactor,2,root:Engineered:Solid waste:Composting:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Bioreactor/studies,biomes
Wood,root:Engineered:Solid waste:Composting:Wood,111,root:Engineered:Solid waste:Composting:Wood,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood/studies,biomes
Bioreactor,root:Engineered:Solid waste:Composting:Wood:Bioreactor,0,root:Engineered:Solid waste:Composting:Wood:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting:Wood:Bioreactor/studies,biomes
Landfill,root:Engineered:Solid waste:Landfill,1,root:Engineered:Solid waste:Landfill,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Landfill/studies,biomes
Solid animal waste,root:Engineered:Solid waste:Solid animal waste,12,root:Engineered:Solid waste:Solid animal waste,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Solid%20animal%20waste/studies,biomes
Wastewater,root:Engineered:Wastewater,615,root:Engineered:Wastewater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater/studies,biomes
Activated Sludge,root:Engineered:Wastewater:Activated Sludge,1252,root:Engineered:Wastewater:Activated Sludge,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Activated%20Sludge/studies,biomes
Industrial wastewater,root:Engineered:Wastewater:Industrial wastewater,306,root:Engineered:Wastewater:Industrial wastewater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Wastewater:Industrial%20wastewater/studies,biomes
